#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
 262000      1.71e-01    2.25e-01      1.86e-02    2.40e-02      5.81e-03    9.25e-03    4.7e-04
 263000      1.80e+00    1.12e+00      8.73e-03    5.74e-03      8.25e-02    5.16e-02    4.7e-04
 264000      1.12e+00    1.43e+00      3.09e-02    2.90e-02      5.09e-02    6.56e-02    4.7e-04
 265000      2.39e+00    1.22e-01      5.52e-03    2.01e-02      1.11e-01    4.10e-03    4.7e-04
 266000      1.53e+00    3.67e+00      7.82e-03    2.66e-03      7.01e-02    1.70e-01    4.7e-04
 267000      9.32e-01    1.50e-01      8.26e-03    1.23e-02      4.24e-02    6.50e-03    4.7e-04
 268000      1.67e+00    2.85e+00      3.35e-02    3.08e-02      7.61e-02    1.32e-01    4.7e-04
 269000      2.02e+00    2.10e+00      5.11e-03    4.91e-03      9.36e-02    9.70e-02    4.7e-04
 270000      1.70e-01    7.08e-01      1.49e-02    1.27e-02      6.46e-03    3.29e-02    4.6e-04
 271000      2.09e+00    2.44e+00      2.16e-02    1.68e-02      9.72e-02    1.14e-01    4.6e-04
 272000      2.35e+00    1.25e+00      1.05e-02    5.35e-03      1.09e-01    5.84e-02    4.6e-04
 273000      2.98e-01    9.34e-01      1.83e-02    1.98e-02      1.31e-02    4.34e-02    4.6e-04
 274000      9.57e-01    2.52e+00      9.78e-03    7.22e-03      4.41e-02    1.18e-01    4.6e-04
 275000      5.91e-01    1.18e-01      2.68e-02    2.77e-02      2.59e-02    6.92e-04    4.5e-04
 276000      1.16e+00    2.41e-01      1.64e-02    6.07e-03      5.40e-02    1.13e-02    4.5e-04
 277000      3.20e-01    9.47e-01      8.44e-03    8.11e-03      1.48e-02    4.44e-02    4.5e-04
 278000      1.68e+00    1.64e+00      3.00e-03    2.67e-04      7.91e-02    7.71e-02    4.5e-04
 279000      1.03e+00    2.56e-01      7.53e-03    2.62e-03      4.85e-02    1.20e-02    4.5e-04
 280000      1.35e+00    2.08e-01      6.91e-03    1.41e-02      6.37e-02    9.41e-03    4.5e-04
 281000      1.70e+00    7.64e-01      8.60e-03    1.60e-02      8.00e-02    3.60e-02    4.5e-04
 282000      7.29e-01    1.78e+00      4.28e-03    6.76e-03      3.44e-02    8.43e-02    4.5e-04
 283000      2.54e+00    6.95e-02      2.44e-02    1.61e-02      1.20e-01    5.96e-04    4.5e-04
 284000      6.62e-01    4.62e-02      8.82e-03    6.27e-03      3.10e-02    1.79e-03    4.5e-04
 285000      4.01e-01    1.88e-02      7.25e-03    1.73e-03      1.84e-02    8.25e-04    4.4e-04
 286000      1.03e+00    1.98e+00      2.97e-03    2.08e-03      4.89e-02    9.44e-02    4.4e-04
 287000      1.17e+00    6.56e-01      2.02e-02    1.47e-03      5.40e-02    3.13e-02    4.4e-04
 288000      8.30e-01    1.07e-01      3.43e-03    9.05e-03      3.95e-02    4.78e-03    4.4e-04
 289000      2.50e+00    2.43e-02      1.22e-02    4.63e-03      1.19e-01    6.75e-04    4.4e-04
 290000      7.75e-01    1.91e-01      3.11e-02    4.41e-02      3.50e-02    1.23e-03    4.3e-04
 291000      1.35e+00    8.07e-02      1.99e-02    1.86e-02      6.35e-02    6.09e-04    4.3e-04
 292000      6.73e-01    9.31e-01      2.50e-02    2.68e-02      3.18e-02    4.43e-02    4.3e-04
 293000      2.37e+00    3.47e-02      7.05e-03    6.49e-03      1.13e-01    9.91e-04    4.3e-04
 294000      1.05e+00    2.58e-01      5.98e-02    6.00e-02      4.79e-02    9.75e-04    4.3e-04
 295000      1.52e+00    2.22e+00      1.55e-02    2.54e-02      7.32e-02    1.07e-01    4.3e-04
 296000      1.69e+00    2.34e-01      8.95e-03    3.39e-03      8.15e-02    1.13e-02    4.3e-04
 297000      9.17e-01    6.86e-02      1.33e-02    1.58e-02      4.36e-02    4.80e-04    4.3e-04
 298000      1.95e+00    2.85e+00      3.95e-02    3.25e-02      9.33e-02    1.38e-01    4.3e-04
 299000      3.13e+00    1.07e-01      1.32e-02    2.38e-02      1.51e-01    1.43e-03    4.3e-04
 300000      2.34e+00    1.78e+00      9.28e-03    1.60e-05      1.14e-01    8.65e-02    4.2e-04
 301000      1.70e+00    1.84e-01      3.87e-02    4.22e-02      7.73e-02    1.07e-03    4.2e-04
 302000      1.16e+00    1.82e+00      9.46e-03    6.26e-03      5.62e-02    8.84e-02    4.2e-04
 303000      1.88e+00    2.71e+00      2.61e-02    3.05e-02      9.06e-02    1.32e-01    4.2e-04
 304000      1.64e-01    3.02e+00      4.78e-03    5.73e-04      7.68e-03    1.47e-01    4.2e-04
 305000      2.80e+00    4.01e-01      3.58e-03    1.41e-03      1.37e-01    1.96e-02    4.2e-04
 306000      2.51e+00    3.78e-02      1.57e-02    1.44e-03      1.23e-01    1.82e-03    4.2e-04
 307000      8.50e-01    1.37e-02      7.75e-03    9.99e-04      4.16e-02    6.36e-04    4.2e-04
 308000      1.88e+00    1.41e+00      7.63e-03    6.61e-03      9.22e-02    6.93e-02    4.2e-04
 309000      1.61e+00    9.81e-01      1.76e-02    6.65e-03      7.87e-02    4.81e-02    4.2e-04
 310000      1.75e+00    8.79e-02      2.28e-02    2.00e-02      8.51e-02    3.37e-04    4.1e-04
 311000      1.33e+00    1.11e-01      3.81e-02    2.48e-02      6.20e-02    1.10e-03    4.1e-04
 312000      1.51e+00    8.51e-01      1.65e-02    1.64e-02      7.33e-02    4.19e-02    4.1e-04
 313000      7.04e-01    2.89e+00      1.20e-02    1.36e-02      3.34e-02    1.42e-01    4.1e-04
 314000      4.72e-01    3.25e-02      1.06e-02    6.11e-03      2.32e-02    9.17e-04    4.1e-04
 315000      2.05e+00    2.82e-02      1.43e-02    5.77e-03      1.02e-01    6.16e-04    4.0e-04
 316000      6.20e-01    2.55e+00      5.10e-03    1.71e-02      3.08e-02    1.27e-01    4.0e-04
 317000      1.17e+00    5.55e-02      1.19e-02    2.42e-04      5.70e-02    2.76e-03    4.0e-04
 318000      2.04e+00    3.01e+00      6.73e-03    1.44e-02      1.01e-01    1.49e-01    4.0e-04
 319000      1.86e+00    1.80e-01      1.02e-02    5.51e-03      9.23e-02    8.89e-03    4.0e-04
 320000      1.04e+00    4.42e-01      1.39e-02    1.01e-02      5.20e-02    2.20e-02    4.0e-04
 321000      6.75e-01    3.64e-01      1.98e-02    1.97e-02      3.34e-02    1.77e-02    4.0e-04
 322000      1.46e+00    7.74e-01      1.60e-02    1.19e-02      7.30e-02    3.87e-02    4.0e-04
 323000      1.65e+00    1.37e-01      1.59e-02    1.52e-02      8.27e-02    6.00e-03    4.0e-04
 324000      2.91e-01    9.11e-02      1.60e-02    1.95e-02      1.31e-02    1.50e-03    4.0e-04
 325000      2.07e+00    7.35e-02      2.26e-02    4.80e-03      1.04e-01    3.55e-03    3.9e-04
 326000      5.99e-01    2.09e+00      8.26e-03    1.47e-03      3.00e-02    1.05e-01    3.9e-04
 327000      1.47e+00    5.86e-02      1.59e-02    3.59e-03      7.30e-02    2.85e-03    3.9e-04
 328000      1.10e+00    2.22e-01      4.15e-02    4.57e-02      5.27e-02    4.56e-03    3.9e-04
 329000      1.28e+00    8.05e-02      2.44e-02    1.81e-02      6.35e-02    3.73e-04    3.9e-04
 330000      8.64e-01    2.94e-01      8.70e-03    7.48e-03      4.26e-02    1.49e-02    3.9e-04
 331000      2.79e-01    2.36e+00      4.35e-03    4.71e-03      1.41e-02    1.20e-01    3.9e-04
 332000      5.52e-01    3.57e+00      1.35e-02    6.07e-03      2.73e-02    1.81e-01    3.9e-04
 333000      5.50e-01    3.24e+00      1.35e-02    4.93e-03      2.72e-02    1.65e-01    3.9e-04
 334000      8.05e-02    4.49e-02      6.21e-03    9.82e-03      3.49e-03    5.13e-04    3.9e-04
 335000      3.38e+00    1.27e+00      1.12e-02    1.40e-02      1.73e-01    6.51e-02    3.8e-04
 336000      1.20e+00    2.91e-02      4.08e-03    5.23e-03      6.10e-02    8.82e-04    3.8e-04
 337000      7.46e-01    5.91e-02      1.87e-02    1.13e-02      3.73e-02    1.57e-03    3.8e-04
 338000      1.04e+00    2.97e+00      4.49e-03    9.25e-04      5.33e-02    1.52e-01    3.8e-04
 339000      1.83e+00    3.46e+00      4.72e-03    1.06e-02      9.29e-02    1.77e-01    3.8e-04
 340000      3.56e+00    2.11e-01      2.66e-03    2.23e-03      1.83e-01    1.08e-02    3.8e-04
 341000      1.21e+00    2.04e+00      1.23e-02    2.05e-02      6.13e-02    1.05e-01    3.8e-04
 342000      2.03e+00    1.02e-01      2.93e-03    4.37e-03      1.05e-01    5.16e-03    3.8e-04
 343000      9.52e-01    3.84e-01      6.72e-03    2.15e-03      4.89e-02    1.98e-02    3.8e-04
 344000      5.01e-01    1.25e+00      2.99e-02    2.88e-02      2.42e-02    6.41e-02    3.8e-04
 345000      1.64e+00    2.22e+00      6.28e-03    1.14e-03      8.48e-02    1.15e-01    3.7e-04
 346000      6.31e-01    3.68e-01      5.01e-03    1.12e-03      3.27e-02    1.91e-02    3.7e-04
 347000      1.35e+00    4.10e-02      1.47e-02    7.73e-03      6.97e-02    1.12e-03    3.7e-04
 348000      1.82e+00    2.74e-01      8.41e-03    5.23e-04      9.39e-02    1.42e-02    3.7e-04
 349000      1.49e+00    2.62e+00      6.21e-03    2.99e-03      7.75e-02    1.36e-01    3.7e-04
 350000      5.75e-01    2.48e+00      2.95e-03    1.45e-02      3.00e-02    1.30e-01    3.7e-04
 351000      2.01e-01    3.09e-02      8.70e-03    5.84e-03      9.48e-03    8.34e-04    3.7e-04
 352000      5.30e-01    7.21e-02      1.46e-02    1.59e-02      2.70e-02    9.99e-06    3.7e-04
 353000      1.78e+00    7.46e-01      8.01e-03    5.04e-03      9.29e-02    3.90e-02    3.7e-04
 354000      1.89e+00    4.69e-01      8.98e-03    3.04e-03      9.87e-02    2.45e-02    3.7e-04
 355000      6.07e-01    5.08e-01      2.62e-03    3.91e-03      3.20e-02    2.67e-02    3.6e-04
 356000      1.07e+00    2.40e-01      1.12e-02    8.07e-03      5.62e-02    1.25e-02    3.6e-04
 357000      1.38e+00    1.11e+00      1.11e-02    1.40e-02      7.25e-02    5.83e-02    3.6e-04
 358000      3.77e-01    6.71e-01      7.87e-03    3.67e-03      1.88e-02    3.53e-02    3.6e-04
 359000      5.61e-01    2.15e+00      1.67e-02    3.46e-02      2.79e-02    1.13e-01    3.6e-04
 360000      3.96e-01    1.64e+00      1.04e-02    1.42e-02      2.08e-02    8.72e-02    3.5e-04
 361000      4.28e-02    1.55e+00      4.70e-03    1.16e-02      1.49e-03    8.23e-02    3.5e-04
 362000      9.29e-02    2.84e+00      1.80e-02    1.24e-02      1.61e-03    1.51e-01    3.5e-04
 363000      6.43e-01    6.02e-01      7.93e-03    4.63e-03      3.39e-02    3.19e-02    3.5e-04
 364000      1.90e-01    2.97e+00      1.76e-02    7.33e-03      8.84e-03    1.58e-01    3.5e-04
 365000      9.49e-01    7.91e-02      8.08e-03    1.61e-02      5.07e-02    1.50e-03    3.5e-04
 366000      1.29e+00    1.88e-01      8.91e-04    1.08e-03      6.87e-02    1.00e-02    3.5e-04
 367000      9.72e-01    3.89e+00      2.41e-03    4.54e-03      5.15e-02    2.08e-01    3.5e-04
 368000      7.54e-01    2.99e+00      4.62e-03    2.44e-03      3.98e-02    1.60e-01    3.5e-04
 369000      7.02e-01    1.31e-01      1.47e-02    2.83e-02      3.66e-02    8.79e-04    3.5e-04
 370000      1.18e+00    1.04e-01      1.61e-02    1.86e-02      6.22e-02    3.21e-03    3.4e-04
 371000      1.87e+00    6.00e-01      3.63e-03    3.78e-03      1.01e-01    3.23e-02    3.4e-04
 372000      6.10e-01    3.31e-01      8.60e-03    7.49e-03      3.27e-02    1.77e-02    3.4e-04
 373000      1.15e+00    6.13e-02      4.69e-03    7.97e-03      6.18e-02    2.64e-03    3.4e-04
 374000      3.20e+00    7.16e-02      1.80e-02    1.53e-02      1.72e-01    6.30e-04    3.4e-04
 375000      1.47e-01    2.02e+00      1.48e-02    2.44e-02      6.34e-03    1.10e-01    3.4e-04
 376000      2.19e+00    2.39e+00      2.44e-02    2.46e-02      1.18e-01    1.29e-01    3.4e-04
 377000      8.71e-01    1.28e+00      9.04e-03    1.08e-02      4.66e-02    6.91e-02    3.4e-04
 378000      1.51e+00    1.46e+00      5.54e-03    4.70e-03      8.16e-02    7.90e-02    3.4e-04
 379000      2.44e+00    2.12e-01      2.14e-02    1.34e-02      1.32e-01    1.10e-02    3.4e-04
 380000      9.98e-01    3.24e-01      7.78e-03    5.07e-03      5.44e-02    1.76e-02    3.3e-04
 381000      4.53e-01    1.40e+00      7.42e-03    1.71e-03      2.37e-02    7.65e-02    3.3e-04
 382000      1.60e-01    9.97e-02      1.76e-02    1.13e-02      5.75e-03    4.63e-03    3.3e-04
 383000      1.57e+00    3.88e-01      7.22e-03    4.46e-02      8.58e-02    1.79e-02    3.3e-04
 384000      5.23e-01    1.94e-01      7.15e-03    2.65e-03      2.81e-02    1.06e-02    3.3e-04
 385000      1.54e+00    3.25e-02      1.23e-02    4.39e-03      8.46e-02    1.39e-03    3.3e-04
 386000      4.33e-01    3.07e+00      1.58e-02    2.14e-02      2.13e-02    1.69e-01    3.3e-04
 387000      5.82e-01    1.48e+00      7.21e-03    1.45e-02      3.15e-02    8.13e-02    3.3e-04
 388000      7.90e-01    2.32e+00      5.53e-03    2.11e-03      4.33e-02    1.28e-01    3.3e-04
 389000      5.69e-01    4.55e-01      6.63e-04    6.74e-04      3.12e-02    2.50e-02    3.3e-04
 390000      8.34e-01    1.99e+00      7.10e-03    8.23e-03      4.60e-02    1.10e-01    3.3e-04
 391000      2.05e+00    4.29e-02      4.53e-03    8.34e-03      1.13e-01    9.99e-04    3.3e-04
 392000      8.23e-01    5.59e-01      8.04e-03    6.63e-03      4.54e-02    3.09e-02    3.3e-04
 393000      1.33e+00    1.63e+00      1.13e-02    8.84e-03      7.35e-02    9.03e-02    3.3e-04
 394000      1.54e-01    4.76e-01      3.08e-02    6.39e-03      2.79e-03    2.63e-02    3.3e-04
 395000      7.52e-01    1.59e-01      1.73e-02    1.61e-02      4.17e-02    7.79e-03    3.2e-04
 396000      2.20e+00    2.14e+00      2.29e-03    5.68e-03      1.23e-01    1.20e-01    3.2e-04
 397000      2.31e+00    1.95e+00      7.13e-03    8.86e-03      1.29e-01    1.09e-01    3.2e-04
 398000      1.22e+00    6.50e-01      1.29e-02    1.33e-02      6.79e-02    3.61e-02    3.2e-04
 399000      1.03e+00    9.97e-01      3.97e-03    3.31e-03      5.76e-02    5.56e-02    3.2e-04
 400000      1.70e+00    4.48e-02      4.55e-03    7.31e-03      9.54e-02    1.62e-03    3.2e-04
 401000      1.56e+00    1.87e-01      1.39e-02    1.41e-02      8.77e-02    9.84e-03    3.2e-04
 402000      1.12e+00    3.07e-01      4.90e-03    6.72e-03      6.30e-02    1.71e-02    3.2e-04
 403000      7.04e-01    2.12e+00      1.16e-02    9.54e-03      3.76e-02    1.19e-01    3.2e-04
 404000      1.11e+00    2.00e-01      9.03e-03    1.32e-02      6.19e-02    1.07e-02    3.2e-04
 405000      2.20e-01    1.42e+00      6.35e-03    4.84e-03      1.16e-02    8.04e-02    3.1e-04
 406000      6.75e-01    7.97e-01      7.47e-03    4.59e-03      3.75e-02    4.51e-02    3.1e-04
 407000      2.68e-01    1.75e+00      1.96e-02    8.51e-03      1.40e-02    9.88e-02    3.1e-04
 408000      1.37e+00    7.28e-02      8.80e-03    4.45e-03      7.75e-02    3.94e-03    3.1e-04
 409000      2.31e+00    6.65e-02      1.43e-02    1.25e-02      1.31e-01    1.75e-03    3.1e-04
 410000      7.84e-01    2.23e-01      2.20e-02    2.61e-02      4.07e-02    1.06e-02    3.1e-04
 411000      5.89e-02    2.77e+00      8.70e-03    7.44e-03      2.00e-03    1.58e-01    3.1e-04
 412000      9.42e-02    2.18e+00      8.14e-03    3.42e-03      4.59e-03    1.24e-01    3.1e-04
 413000      8.90e-01    5.32e-01      8.64e-03    8.56e-03      4.96e-02    3.02e-02    3.1e-04
 414000      8.26e-01    2.58e-02      8.79e-03    4.96e-03      4.62e-02    6.18e-04    3.1e-04
 415000      5.69e-01    2.98e-02      4.35e-03    4.03e-03      3.26e-02    1.32e-03    3.0e-04
 416000      1.55e+00    8.01e-02      5.44e-03    1.68e-02      8.92e-02    3.92e-04    3.0e-04
 417000      1.16e+00    9.12e-01      9.85e-03    6.24e-03      6.49e-02    5.23e-02    3.0e-04
 418000      1.16e+00    1.10e-01      1.21e-02    1.58e-02      6.50e-02    4.63e-03    3.0e-04
 419000      1.90e+00    8.02e-02      8.59e-03    1.56e-02      1.09e-01    1.76e-03    3.0e-04
 420000      1.26e+00    1.02e+00      4.76e-03    1.08e-03      7.27e-02    5.91e-02    3.0e-04
 421000      2.21e+00    1.85e+00      9.18e-03    1.16e-02      1.28e-01    1.07e-01    3.0e-04
 422000      8.74e-01    1.40e+00      7.29e-03    1.13e-02      4.97e-02    8.08e-02    3.0e-04
 423000      1.65e-01    5.45e-02      1.30e-02    1.12e-02      7.66e-03    6.67e-04    3.0e-04
 424000      4.33e-01    5.15e-01      1.63e-02    1.00e-02      2.30e-02    2.96e-02    3.0e-04
 425000      9.54e-01    1.16e+00      9.24e-03    7.59e-03      5.43e-02    6.76e-02    2.9e-04
 426000      2.84e+00    3.48e-01      3.64e-02    7.12e-02      1.65e-01    4.26e-03    2.9e-04
 427000      1.89e+00    2.49e-01      6.27e-03    9.02e-04      1.10e-01    1.45e-02    2.9e-04
 428000      1.50e+00    4.51e-02      8.58e-03    9.24e-03      8.60e-02    5.63e-04    2.9e-04
 429000      2.08e+00    3.00e-01      3.27e-03    3.08e-03      1.21e-01    1.74e-02    2.9e-04
 430000      1.26e-01    2.73e-02      1.07e-02    3.88e-03      6.49e-03    1.18e-03    2.9e-04
 431000      1.80e+00    2.96e-01      8.58e-03    2.21e-02      1.06e-01    1.62e-02    2.9e-04
 432000      1.31e+00    6.61e-01      3.75e-03    6.42e-03      7.68e-02    3.87e-02    2.9e-04
 433000      1.34e+00    2.44e-01      8.60e-03    1.49e-02      7.84e-02    1.37e-02    2.9e-04
 434000      1.83e+00    1.08e-01      1.17e-02    2.21e-02      1.07e-01    1.08e-03    2.9e-04
 435000      2.63e+00    3.41e-02      1.63e-02    4.39e-03      1.55e-01    1.59e-03    2.9e-04
 436000      1.89e+00    2.32e+00      6.22e-03    5.30e-03      1.12e-01    1.37e-01    2.9e-04
 437000      2.76e+00    2.30e+00      5.57e-03    1.54e-03      1.63e-01    1.36e-01    2.9e-04
 438000      6.92e-01    1.32e+00      8.93e-03    5.65e-03      4.01e-02    7.81e-02    2.9e-04
 439000      5.88e-01    1.66e-01      9.77e-03    2.19e-02      3.46e-02    7.58e-03    2.9e-04
 440000      1.49e+00    1.17e-01      1.76e-03    1.12e-02      8.85e-02    6.21e-03    2.8e-04
 441000      7.61e-01    3.11e+00      1.03e-02    3.91e-03      4.38e-02    1.85e-01    2.8e-04
 442000      4.77e-01    1.65e+00      1.20e-02    7.42e-03      2.61e-02    9.80e-02    2.8e-04
 443000      7.00e-01    7.46e-02      5.39e-03    1.54e-02      4.12e-02    5.45e-04    2.8e-04
 444000      1.87e-01    1.12e-02      3.45e-03    2.04e-03      1.09e-02    3.23e-04    2.8e-04
 445000      8.98e-01    1.24e+00      8.94e-03    9.93e-03      5.34e-02    7.42e-02    2.8e-04
 446000      5.03e-01    1.01e-01      4.27e-03    1.07e-02      2.97e-02    5.17e-03    2.8e-04
 447000      3.70e-01    2.07e+00      7.72e-03    9.64e-03      2.08e-02    1.24e-01    2.8e-04
 448000      6.11e-01    2.10e-01      2.97e-03    1.49e-03      3.63e-02    1.26e-02    2.8e-04
 449000      1.26e+00    1.26e+00      1.81e-02    1.10e-02      7.50e-02    7.56e-02    2.8e-04
 450000      1.28e+00    8.33e-01      9.79e-03    7.86e-03      7.72e-02    5.02e-02    2.7e-04
 451000      2.55e+00    2.25e-01      2.05e-03    2.87e-03      1.54e-01    1.36e-02    2.7e-04
 452000      1.25e+00    3.51e-01      2.83e-03    4.38e-03      7.57e-02    2.12e-02    2.7e-04
 453000      2.02e+00    5.51e-01      1.00e-02    1.33e-02      1.22e-01    3.31e-02    2.7e-04
 454000      2.49e-01    9.08e-01      7.11e-03    6.13e-03      1.49e-02    5.48e-02    2.7e-04
 455000      1.04e+00    1.74e+00      6.34e-03    3.79e-03      6.26e-02    1.06e-01    2.7e-04
 456000      6.60e-01    5.96e-02      7.06e-03    8.56e-05      3.93e-02    3.62e-03    2.7e-04
 457000      1.86e+00    1.74e+00      3.29e-03    2.76e-03      1.13e-01    1.06e-01    2.7e-04
 458000      1.06e+00    3.07e-01      1.13e-02    1.80e-03      6.43e-02    1.86e-02    2.7e-04
 459000      1.92e+00    1.63e-01      6.24e-03    6.17e-03      1.16e-01    9.72e-03    2.7e-04
 460000      6.61e-01    5.05e-01      2.68e-02    2.25e-02      3.85e-02    3.02e-02    2.7e-04
 461000      1.18e+00    2.75e-02      5.10e-03    5.93e-04      7.21e-02    1.68e-03    2.7e-04
 462000      2.87e-01    5.24e-02      1.55e-03    1.05e-02      1.75e-02    7.65e-04    2.7e-04
 463000      1.39e+00    1.16e-02      5.06e-03    2.12e-03      8.50e-02    3.29e-04    2.7e-04
